Publicar,sku,nombre_producto,Descripciones,nombre_variante,grupo_variante,presentacion,color,categoria,subcategoria,precio_cop,stock,gestionar_stock,peso_kg,codigo_industrial,url_slug,imagen_principal,galeria_imagenes,usos,caracteristicas,aplicacion_faq,pre_tratamiento,ficha_tecnica_url,ghs_pictogramas,precauciones_h,consejos_prudencia_p,modo_empleo
SI,,Incafom NF7,Falta Información,Incafom NF7 200kg,,200kg,,Tapicería,Colchones,,,,,,,products/Incafom NF7/Incafom_NF7_200kg/Incafom_NF_200Kg.jpg,,,,,,,,H315: Provoca irritación cutánea. H317: Puede provocar una reacción alérgica en la piel. H319: Provoca irritación ocular grave. H336: Puede provocar somnolencia o vértigo. H351: Se sospecha que puede provocar cáncer.,"P261: Evitar la inhalación de vapores. P280: Llevar equipo de protección (guantes, gafas, y respirador si procede). P302+P352: EN CASO DE CONTACTO CON LA PIEL: Lavar con abundante agua y jabón. P305+P351+P338: EN CASO DE CONTACTO CON LOS OJOS: Enjuagar cuidadosamente con agua varios minutos. Quitar lentes de contacto si lleva y resulta fácil; continuar enjuagando. P308+P313: EN CASO de exposición o sospecha de exposición (a agente carcinógeno): Buscar atención médica. P333+P313: Si aparece irritación o erupción cutánea: Consultar a un médico.","Preparar: Las superficies deben estar totalmente libres de polvo, grasas, tintas, aceites y cualquier otra impureza. 2. Aplicar: Aplique sobre las superficies a unir utilizando pistola (spray) a 30 PSI; se recomienda usar una boquilla de 1,8 a 2,0 mm. 3. Secado: Deje secar el adhesivo por un tiempo máximo de 15 minutos luego de su aplicación. 4. Unir: Junte las superficies ejerciendo presión con la mano, rodillo, prensa o golpeando firmemente con un martillo."
SI,,Incafom NF Plus,"Es un adhesivo a base de polímeros S.B.R. con solventes no inflamables, alto contenido de sólidos y olor suave. Destaca por su *tack* prolongado y elevada fuerza de unión.
 
Usos Principales: Ideal para las industrias de colchones, tapicería y automotriz. Es apto para unir espumas (rígidas, flexibles, aglomeradas), telas, maderas y metales. Permite el reposicionamiento de materiales sin perder fuerza. ",Incafom NF Plus 20kg,,20kg,,Tapicería,Colchones,,,,,,,products/Incafom NF plus/Incafom_NF_Plus_20kg/Incafom_NF_20Kg.jpg,,,,,,,,H315: Provoca irritación cutánea. H317: Puede provocar una reacción alérgica en la piel. H319: Provoca irritación ocular grave. H336: Puede provocar somnolencia o vértigo. H351: Se sospecha que puede provocar cáncer.,"P261: Evitar la inhalación de vapores. P280: Llevar equipo de protección (guantes, gafas, y respirador si procede). P302+P352: EN CASO DE CONTACTO CON LA PIEL: Lavar con abundante agua y jabón. P305+P351+P338: EN CASO DE CONTACTO CON LOS OJOS: Enjuagar cuidadosamente con agua varios minutos. Quitar lentes de contacto si lleva y resulta fácil; continuar enjuagando. P308+P313: EN CASO de exposición o sospecha de exposición (a agente carcinógeno): Buscar atención médica. P333+P313: Si aparece irritación o erupción cutánea: Consultar a un médico.","Preparar: Las superficies deben estar totalmente libres de polvo, grasas, tintas, aceites y cualquier otra impureza. 2. Aplicar: Aplique sobre las superficies a unir utilizando pistola (spray) a 30 PSI; se recomienda usar una boquilla de 1,8 a 2,0 mm. 3. Secado: Deje secar el adhesivo por un tiempo máximo de 15 minutos luego de su aplicación. 4. Unir: Junte las superficies ejerciendo presión con la mano, rodillo, prensa o golpeando firmemente con un martillo."
SI,,Incafom NF Plus,"Es un adhesivo a base de polímeros S.B.R. con solventes no inflamables, alto contenido de sólidos y olor suave. Destaca por su *tack* prolongado y elevada fuerza de unión.
 
Usos Principales: Ideal para las industrias de colchones, tapicería y automotriz. Es apto para unir espumas (rígidas, flexibles, aglomeradas), telas, maderas y metales. Permite el reposicionamiento de materiales sin perder fuerza. ",Incafom NF Plus 30 kg,,30Kg,,Tapicería,Colchones,,,,,,,products/Incafom NF plus/Incafom_NF_Plus_30 kg/Copia de Incafom_NF_30Kg.jpg,,,,,,,,H315: Provoca irritación cutánea. H317: Puede provocar una reacción alérgica en la piel. H319: Provoca irritación ocular grave. H336: Puede provocar somnolencia o vértigo. H351: Se sospecha que puede provocar cáncer.,"P261: Evitar la inhalación de vapores. P280: Llevar equipo de protección (guantes, gafas, y respirador si procede). P302+P352: EN CASO DE CONTACTO CON LA PIEL: Lavar con abundante agua y jabón. P305+P351+P338: EN CASO DE CONTACTO CON LOS OJOS: Enjuagar cuidadosamente con agua varios minutos. Quitar lentes de contacto si lleva y resulta fácil; continuar enjuagando. P308+P313: EN CASO de exposición o sospecha de exposición (a agente carcinógeno): Buscar atención médica. P333+P313: Si aparece irritación o erupción cutánea: Consultar a un médico.","Preparar: Las superficies deben estar totalmente libres de polvo, grasas, tintas, aceites y cualquier otra impureza. 2. Aplicar: Aplique sobre las superficies a unir utilizando pistola (spray) a 30 PSI; se recomienda usar una boquilla de 1,8 a 2,0 mm. 3. Secado: Deje secar el adhesivo por un tiempo máximo de 15 minutos luego de su aplicación. 4. Unir: Junte las superficies ejerciendo presión con la mano, rodillo, prensa o golpeando firmemente con un martillo."
SI,,Incafom NF Plus,"Es un adhesivo a base de polímeros S.B.R. con solventes no inflamables, alto contenido de sólidos y olor suave. Destaca por su *tack* prolongado y elevada fuerza de unión.
 
Usos Principales: Ideal para las industrias de colchones, tapicería y automotriz. Es apto para unir espumas (rígidas, flexibles, aglomeradas), telas, maderas y metales. Permite el reposicionamiento de materiales sin perder fuerza. ",Incafom NF Plus 200 kg,,200kg,,Tapicería,Colchones,,,,,,,products/Incafom NF plus/Incafom_NF_Plus_200 kg/Incafom_NF_200Kg.jpg,,,,,,,,H315: Provoca irritación cutánea. H317: Puede provocar una reacción alérgica en la piel. H319: Provoca irritación ocular grave. H336: Puede provocar somnolencia o vértigo. H351: Se sospecha que puede provocar cáncer.,"P261: Evitar la inhalación de vapores. P280: Llevar equipo de protección (guantes, gafas, y respirador si procede). P302+P352: EN CASO DE CONTACTO CON LA PIEL: Lavar con abundante agua y jabón. P305+P351+P338: EN CASO DE CONTACTO CON LOS OJOS: Enjuagar cuidadosamente con agua varios minutos. Quitar lentes de contacto si lleva y resulta fácil; continuar enjuagando. P308+P313: EN CASO de exposición o sospecha de exposición (a agente carcinógeno): Buscar atención médica. P333+P313: Si aparece irritación o erupción cutánea: Consultar a un médico.","Preparar: Las superficies deben estar totalmente libres de polvo, grasas, tintas, aceites y cualquier otra impureza. 2. Aplicar: Aplique sobre las superficies a unir utilizando pistola (spray) a 30 PSI; se recomienda usar una boquilla de 1,8 a 2,0 mm. 3. Secado: Deje secar el adhesivo por un tiempo máximo de 15 minutos luego de su aplicación. 4. Unir: Junte las superficies ejerciendo presión con la mano, rodillo, prensa o golpeando firmemente con un martillo."
SI,,incafom 8000,"Adhesivo base solvente, libre de tolueno, formulado con polímeros S.B.R., alto contenido de sólidos (42.5 ± 2.5%), tack prolongado y olor suave. Aplicación en spray.
 
Usos Principales: Ideal para colchones, tapicería y automotriz. Une espumas (rígidas, flexibles, aglomeradas), telas, maderas e icopor. Permite el reposicionamiento sin afectar su fuerza de unión.","incafom 8000 375cc
",,375kg,,Espumas,"Tapicería, Colchones",,,,,,,products/Incafom 8000/Incafom_8000_375/Incafom_8000_375-01.jpg,products/Incafom 8000/Incafom_8000_375/Incafom_8000_375-02.jpg|products/Incafom 8000/Incafom_8000_375/Incafom_8000_375-03.jpg,,,,,,,H225: Líquido y vapores muy inflamables. H304: Mortal en caso de ingestión y penetración en vías respiratorias. H315: Provoca irritación cutánea. H317: Puede provocar reacción alérgica en piel. H335: Puede irritar vías respiratorias. H336: Puede provocar somnolencia o vértigo. H361: Se sospecha que perjudica la fertilidad o daña al feto.,"P102: Mantener fuera alcance niños. P210: Alejar de calor, chispas, llamas. No fumar. P233: Recipiente herméticamente cerrado. P261: Evitar respirar vapores. P280: Llevar guantes/ropa/protección facial/ocular. P301+P310+P331: INGESTIÓN: llamar inmediatamente toxicología/médico. NO inducir vómito. P302+P352: PIEL: lavar con abundante agua y jabón. P333+P313: Si aparece irritación/erupción: solicitar atención médica. P370+P378: Incendio: usar polvo químico seco, espuma o CO2.","Preparar: Superficies libres de polvo, grasas, tintas, aceites e impurezas. 2. Aplicar: Con pistola (spray) a 30 PSI (boquilla 1.8-2.0 mm) sobre las superficies a unir. 3. Secado: Máximo 15 minutos tras aplicación. 4. Unir: Ejerza presión con la mano, rodillo, prensa o golpeando firmemente con un martillo.


"
SI,,incafom 8000,"Adhesivo base solvente, libre de tolueno, formulado con polímeros S.B.R., alto contenido de sólidos (42.5 ± 2.5%), tack prolongado y olor suave. Aplicación en spray.
 
Usos Principales: Ideal para colchones, tapicería y automotriz. Une espumas (rígidas, flexibles, aglomeradas), telas, maderas e icopor. Permite el reposicionamiento sin afectar su fuerza de unión.",incafom 8000 750 cc,,750cc,,Espumas,"Tapicería, Colchones",,,,,,,products/Incafom 8000/Incafom_8000_750/Incafom_8000_750-01.jpg,products/Incafom 8000/Incafom_8000_750/Incafom_8000_750-02.jpg|products/Incafom 8000/Incafom_8000_750/Incafom_8000_750-03.jpg,,,,,,,H225: Líquido y vapores muy inflamables. H304: Mortal en caso de ingestión y penetración en vías respiratorias. H315: Provoca irritación cutánea. H317: Puede provocar reacción alérgica en piel. H335: Puede irritar vías respiratorias. H336: Puede provocar somnolencia o vértigo. H361: Se sospecha que perjudica la fertilidad o daña al feto.,"P102: Mantener fuera alcance niños. P210: Alejar de calor, chispas, llamas. No fumar. P233: Recipiente herméticamente cerrado. P261: Evitar respirar vapores. P280: Llevar guantes/ropa/protección facial/ocular. P301+P310+P331: INGESTIÓN: llamar inmediatamente toxicología/médico. NO inducir vómito. P302+P352: PIEL: lavar con abundante agua y jabón. P333+P313: Si aparece irritación/erupción: solicitar atención médica. P370+P378: Incendio: usar polvo químico seco, espuma o CO2.","Preparar: Superficies libres de polvo, grasas, tintas, aceites e impurezas. 2. Aplicar: Con pistola (spray) a 30 PSI (boquilla 1.8-2.0 mm) sobre las superficies a unir. 3. Secado: Máximo 15 minutos tras aplicación. 4. Unir: Ejerza presión con la mano, rodillo, prensa o golpeando firmemente con un martillo.


"
SI,,incafom 8000,"Adhesivo base solvente, libre de tolueno, formulado con polímeros S.B.R., alto contenido de sólidos (42.5 ± 2.5%), tack prolongado y olor suave. Aplicación en spray.
 
Usos Principales: Ideal para colchones, tapicería y automotriz. Une espumas (rígidas, flexibles, aglomeradas), telas, maderas e icopor. Permite el reposicionamiento sin afectar su fuerza de unión.",incafom 8000 2000cc,,2000cc,,Espumas,"Tapicería, Colchones",,,,,,,products/Incafom 8000/Incafom_8000_2000/Incafom_8000_2000_01.jpg,products/Incafom 8000/Incafom_8000_2000/Incafom_8000_2000_02.jpg|products/Incafom 8000/Incafom_8000_2000/Incafom_8000_2000_03.jpg,,,,,,,H225: Líquido y vapores muy inflamables. H304: Mortal en caso de ingestión y penetración en vías respiratorias. H315: Provoca irritación cutánea. H317: Puede provocar reacción alérgica en piel. H335: Puede irritar vías respiratorias. H336: Puede provocar somnolencia o vértigo. H361: Se sospecha que perjudica la fertilidad o daña al feto.,"P102: Mantener fuera alcance niños. P210: Alejar de calor, chispas, llamas. No fumar. P233: Recipiente herméticamente cerrado. P261: Evitar respirar vapores. P280: Llevar guantes/ropa/protección facial/ocular. P301+P310+P331: INGESTIÓN: llamar inmediatamente toxicología/médico. NO inducir vómito. P302+P352: PIEL: lavar con abundante agua y jabón. P333+P313: Si aparece irritación/erupción: solicitar atención médica. P370+P378: Incendio: usar polvo químico seco, espuma o CO2.","Preparar: Superficies libres de polvo, grasas, tintas, aceites e impurezas. 2. Aplicar: Con pistola (spray) a 30 PSI (boquilla 1.8-2.0 mm) sobre las superficies a unir. 3. Secado: Máximo 15 minutos tras aplicación. 4. Unir: Ejerza presión con la mano, rodillo, prensa o golpeando firmemente con un martillo.


"
SI,,incafom 8000,"Adhesivo base solvente, libre de tolueno, formulado con polímeros S.B.R., alto contenido de sólidos (42.5 ± 2.5%), tack prolongado y olor suave. Aplicación en spray.
 
Usos Principales: Ideal para colchones, tapicería y automotriz. Une espumas (rígidas, flexibles, aglomeradas), telas, maderas e icopor. Permite el reposicionamiento sin afectar su fuerza de unión.",incafom 8000 3000cc,,3000cc,,Espumas,"Tapicería, Colchones",,,,,,,products/Incafom 8000/Incafom_8000_3000/Incafom_8000_3000-01.jpg,products/Incafom 8000/Incafom_8000_3000/Incafom_8000_3000-02.jpg|products/Incafom 8000/Incafom_8000_3000/Incafom_8000_3000-03.jpg,,,,,,,H225: Líquido y vapores muy inflamables. H304: Mortal en caso de ingestión y penetración en vías respiratorias. H315: Provoca irritación cutánea. H317: Puede provocar reacción alérgica en piel. H335: Puede irritar vías respiratorias. H336: Puede provocar somnolencia o vértigo. H361: Se sospecha que perjudica la fertilidad o daña al feto.,"P102: Mantener fuera alcance niños. P210: Alejar de calor, chispas, llamas. No fumar. P233: Recipiente herméticamente cerrado. P261: Evitar respirar vapores. P280: Llevar guantes/ropa/protección facial/ocular. P301+P310+P331: INGESTIÓN: llamar inmediatamente toxicología/médico. NO inducir vómito. P302+P352: PIEL: lavar con abundante agua y jabón. P333+P313: Si aparece irritación/erupción: solicitar atención médica. P370+P378: Incendio: usar polvo químico seco, espuma o CO2.","Preparar: Superficies libres de polvo, grasas, tintas, aceites e impurezas. 2. Aplicar: Con pistola (spray) a 30 PSI (boquilla 1.8-2.0 mm) sobre las superficies a unir. 3. Secado: Máximo 15 minutos tras aplicación. 4. Unir: Ejerza presión con la mano, rodillo, prensa o golpeando firmemente con un martillo.


"
SI,,incafom 8000,"Adhesivo base solvente, libre de tolueno, formulado con polímeros S.B.R., alto contenido de sólidos (42.5 ± 2.5%), tack prolongado y olor suave. Aplicación en spray.
 
Usos Principales: Ideal para colchones, tapicería y automotriz. Une espumas (rígidas, flexibles, aglomeradas), telas, maderas e icopor. Permite el reposicionamiento sin afectar su fuerza de unión.",incafom 8000 5000cc,,5000cc,,Espumas,"Tapicería, Colchones",,,,,,,products/Incafom 8000/Incafom_8000_5000/Incafom_8000_5000-01.jpg,products/Incafom 8000/Incafom_8000_5000/Incafom_8000_5000-02.jpg|products/Incafom 8000/Incafom_8000_5000/Incafom_8000_5000-03.jpg,,,,,,,H225: Líquido y vapores muy inflamables. H304: Mortal en caso de ingestión y penetración en vías respiratorias. H315: Provoca irritación cutánea. H317: Puede provocar reacción alérgica en piel. H335: Puede irritar vías respiratorias. H336: Puede provocar somnolencia o vértigo. H361: Se sospecha que perjudica la fertilidad o daña al feto.,"P102: Mantener fuera alcance niños. P210: Alejar de calor, chispas, llamas. No fumar. P233: Recipiente herméticamente cerrado. P261: Evitar respirar vapores. P280: Llevar guantes/ropa/protección facial/ocular. P301+P310+P331: INGESTIÓN: llamar inmediatamente toxicología/médico. NO inducir vómito. P302+P352: PIEL: lavar con abundante agua y jabón. P333+P313: Si aparece irritación/erupción: solicitar atención médica. P370+P378: Incendio: usar polvo químico seco, espuma o CO2.","Preparar: Superficies libres de polvo, grasas, tintas, aceites e impurezas. 2. Aplicar: Con pistola (spray) a 30 PSI (boquilla 1.8-2.0 mm) sobre las superficies a unir. 3. Secado: Máximo 15 minutos tras aplicación. 4. Unir: Ejerza presión con la mano, rodillo, prensa o golpeando firmemente con un martillo.


"
SI,,incafom 8000,"Adhesivo base solvente, libre de tolueno, formulado con polímeros S.B.R., alto contenido de sólidos (42.5 ± 2.5%), tack prolongado y olor suave. Aplicación en spray.
 
Usos Principales: Ideal para colchones, tapicería y automotriz. Une espumas (rígidas, flexibles, aglomeradas), telas, maderas e icopor. Permite el reposicionamiento sin afectar su fuerza de unión.",incafom 8000 4Gal,,8000cc,,Espumas,"Tapicería, Colchones",,,,,,,,,,,,,,,H225: Líquido y vapores muy inflamables. H304: Mortal en caso de ingestión y penetración en vías respiratorias. H315: Provoca irritación cutánea. H317: Puede provocar reacción alérgica en piel. H335: Puede irritar vías respiratorias. H336: Puede provocar somnolencia o vértigo. H361: Se sospecha que perjudica la fertilidad o daña al feto.,"P102: Mantener fuera alcance niños. P210: Alejar de calor, chispas, llamas. No fumar. P233: Recipiente herméticamente cerrado. P261: Evitar respirar vapores. P280: Llevar guantes/ropa/protección facial/ocular. P301+P310+P331: INGESTIÓN: llamar inmediatamente toxicología/médico. NO inducir vómito. P302+P352: PIEL: lavar con abundante agua y jabón. P333+P313: Si aparece irritación/erupción: solicitar atención médica. P370+P378: Incendio: usar polvo químico seco, espuma o CO2.","Preparar: Superficies libres de polvo, grasas, tintas, aceites e impurezas. 2. Aplicar: Con pistola (spray) a 30 PSI (boquilla 1.8-2.0 mm) sobre las superficies a unir. 3. Secado: Máximo 15 minutos tras aplicación. 4. Unir: Ejerza presión con la mano, rodillo, prensa o golpeando firmemente con un martillo.


"
